Id,dataset,title,venue,year
6425,DBLP2,The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces,VLDB,2003
6430,DBLP2,Transactional Publish / Subscribe: The Proactive Multicast of Database Changes,SIGMOD Conference,1998
6432,DBLP2,Exploiting Constraint-Like Data Characterizations in Query Optimization,SIGMOD Conference,2001
6436,DBLP2,METU Interoperable Database System,SIGMOD Conference,1996
6447,DBLP2,Clustering Techniques for Minimizing External Path Length,VLDB,1996
6451,DBLP2,The National Medical Knowledge Bank,VLDB,1998
6453,DBLP2,Guest editorial,VLDB J.,2003
6457,DBLP2,Report on FQAS 2002: fifth international conference on flexible query answering systems,SIGMOD Record,2003
6460,DBLP2,An Automated System for Web Portal Personalization,VLDB,2002
6462,DBLP2,WebFilter: A High-throughput XML-based Publish and Subscribe System,VLDB,2001
6466,DBLP2,OGDI: Toward Interoperability among Geospatial Databases,SIGMOD Record,1997
6472,DBLP2,Editor's Notes,SIGMOD Record,2000
6473,DBLP2,Dimensionality Reduction for Similarity Searching in Dynamic Databases,SIGMOD Conference,1998
6477,DBLP2,Push Technology Personalization through Event Correlation,VLDB,2000
6482,DBLP2,Oracle Industrial Exhibit,VLDB,1998
6484,DBLP2,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,VLDB,1997
6488,DBLP2,Editor's Notes,SIGMOD Record,2001
6489,DBLP2,Translating Web Data,VLDB,2002
6492,DBLP2,Repository System Engineering,SIGMOD Conference,1996
6493,DBLP2,SIGMOD Sister Societies,SIGMOD Record,2000
6499,DBLP2,Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems,VLDB J.,2001
6502,DBLP2,Adaptable Pointer Swizzling Strategies in Object Bases: Design  Realization  and Quantitative Analysis,VLDB J.,1995
6503,DBLP2,Implementing XQuery,SIGMOD Conference,2002
6505,DBLP2,Mining Surprising Patterns Using Temporal Description Length,VLDB,1998
6507,DBLP2,Continually evaluating similarity-based pattern queries on a streaming time series,SIGMOD Conference,2002
6510,DBLP2,Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints,VLDB,2003
6513,DBLP2,The Aditi Deductive Database System,VLDB J.,1994
6519,DBLP2,On Random Sampling over Joins,SIGMOD Conference,1999
6522,DBLP2,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,VLDB,2001
6525,DBLP2,A Multimedia Presentation Algebra,SIGMOD Conference,1999
6529,DBLP2,A Structured Approach for the Definition of the Semantics of Active Databases,ACM Trans. Database Syst.,1995
6532,DBLP2,Fast Algorithms for Mining Association Rules in Large Databases,VLDB,1994
6534,DBLP2,Large-Scale  Standards-Based Earth Observation Imagery and Web Mapping Services,VLDB,2003
6535,DBLP2,Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,SIGMOD Conference,1994
6541,DBLP2,Partition Based Spatial-Merge Join,SIGMOD Conference,1996
6544,DBLP2,WebService Composition with O'GRAPE and OSIRIS,VLDB,2003
6548,DBLP2,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,VLDB,1999
6550,DBLP2,The Database Group at University of Hagen (FernUniversitaet),SIGMOD Record,1995
6557,DBLP2,Extended Wavelets for Multiple Measures,SIGMOD Conference,2003
6558,DBLP2,Business Modelling Using SQL Spreadsheets,VLDB,2003
6566,DBLP2,Optimal Multi-Step k-Nearest Neighbor Search,SIGMOD Conference,1998
6568,DBLP2,Hierarchical subspace sampling: a unified framework for high dimensional data reduction  selectivity estimation and nearest neighbor search,SIGMOD Conference,2002
6569,DBLP2,An Experimental System for Object-Based Sharing in Federated Databases,VLDB J.,1996
6571,DBLP2,The Lotus Notes Storage System,SIGMOD Conference,1995
6573,DBLP2,Schema-driven Customization of Web Services,VLDB,2003
6578,DBLP2,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,ACM Trans. Database Syst.,1994
6580,DBLP2,Using Schematically Heterogeneous Structures,SIGMOD Conference,1998
6581,DBLP2,Generalised Hash Teams for Join and Group-by,VLDB,1999
6583,DBLP2,TPC-DS  taking decision support benchmarking to the next level,SIGMOD Conference,2002
6587,DBLP2,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,VLDB,1998
6589,DBLP2,Processing Object-Oriented Queries with Invertible Late Bound Functions,VLDB,1995
6592,DBLP2,Combining Fuzzy Information: an Overview,SIGMOD Record,2002
6593,DBLP2,NexusScout: An Advanced Location-Based Application on a Distributed  Open Mediation Platform,VLDB,2003
6597,DBLP2,Incremental Clustering for Mining in a Data Warehousing Environment,VLDB,1998
6601,DBLP2,Efficient similarity search and classification via rank aggregation,SIGMOD Conference,2003
6604,DBLP2,Using Extended Feature Objects for Partial Similarity Retrieval,VLDB J.,1997
6605,DBLP2,Composing Web services on the Semantic Web,VLDB J.,2003
6609,DBLP2,IrisNet: Internet-scale Resource-Intensive Sensor Services,SIGMOD Conference,2003
6610,DBLP2,Range Queries in OLAP Data Cubes,SIGMOD Conference,1997
6613,DBLP2,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,SIGMOD Conference,2003
6616,DBLP2,Online Dynamic Reordering for Interactive Data Processing,VLDB,1999
6619,DBLP2,Progressive evaluation of nested aggregate queries,VLDB J.,2000
6622,DBLP2,The INCINERATE Data Model,ACM Trans. Database Syst.,1995
6623,DBLP2,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,SIGMOD Record,1999
6624,DBLP2,lambda-DB: An ODMG-Based Object-Oriented DBMS,SIGMOD Conference,2000
6627,DBLP2,Data Access for the Masses through OLE DB,SIGMOD Conference,1996
6629,DBLP2,Integration of Spatial Join Algorithms for Processing Multiple Inputs,SIGMOD Conference,1999
6630,DBLP2,Report on the Mobile Search Workshop at WWW 2002,SIGMOD Record,2002
6634,DBLP2,Spatial Hash-Joins,SIGMOD Conference,1996
6637,DBLP2,The TV-Tree: An Index Structure for High-Dimensional Data,VLDB J.,1994
6639,DBLP2,Cumulative Updates,VLDB,1994
6641,DBLP2,Report on the 17th Brazilian Symposium on Database Systems (SBBD 2002),SIGMOD Record,2003
6644,DBLP2,Accessibility of the Database Literature,SIGMOD Record,2001
6645,DBLP2,Too Much Middleware,SIGMOD Record,2002
6646,DBLP2,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract),SIGMOD Conference,2001
6648,DBLP2,50 000 Users on an Oracle8 Universal Server Database,SIGMOD Conference,1998
6653,DBLP2,Approximate Query Translation Across Heterogeneous Information Sources,VLDB,2000
6654,DBLP2,Media360 Workflow-Implementing a Workflow Engine Inside a Database,VLDB,2000
6656,DBLP2,Statistical Schema Matching across Web Query Interfaces,SIGMOD Conference,2003
6658,DBLP2,Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data,VLDB J.,1999
6662,DBLP2,Cache investment: integrating query optimization and distributed data placement,ACM Trans. Database Syst.,2000
6664,DBLP2,Editor's Notes,SIGMOD Record,1997
6665,DBLP2,Information Director's Message,SIGMOD Record,1998
6666,DBLP2,Continuous Queries over Data Streams,SIGMOD Record,2001
6668,DBLP2,Converting Relational to Object-Oriented Databases,SIGMOD Record,1997
6670,DBLP2,Enhancing Database Correctness: a Statistical Approach,SIGMOD Conference,1995
6673,DBLP2,Constructing the Next 100 Database Management Systems,SIGMOD Record,1994
6676,DBLP2,Efficient Computation of Iceberg Cubes with Complex Measures,SIGMOD Conference,2001
6681,DBLP2,A Fast Index for Semistructured Data,VLDB,2001
6686,DBLP2,A Monte Carlo algorithm for fast projective clustering,SIGMOD Conference,2002
6691,DBLP2,Towards a database body of knowledge: a study from Spain,SIGMOD Record,2003
6695,DBLP2,BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration,VLDB,2003
6699,DBLP2,Software as a service: ASP and ASP aggregation,SIGMOD Conference,2002
6701,DBLP2,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,VLDB,2000
6703,DBLP2,DIMACS Summer School Tutorial on New Frontiers in Data Mining,SIGMOD Record,2001
6704,DBLP2,Principles of Optimally Placing Data in Tertiary Storage Libraries,VLDB,1997
6707,DBLP2,Flexible support for multiple access control policies,ACM Trans. Database Syst.,2001
6708,DBLP2,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,SIGMOD Conference,1994
6710,DBLP2,Providing Better Support for a Class of Decision Support Queries,SIGMOD Conference,1996
6714,DBLP2,Spatio-Temporal Retrieval with RasDaMan,VLDB,1999
6715,DBLP2,TCP-D - The Challenges  Issues and Results,SIGMOD Record,1996
6717,DBLP2,Reminiscences on Influential Papers,SIGMOD Record,2001
6718,DBLP2,Computing Iceberg Queries Efficiently,VLDB,1998
6721,DBLP2,Paradise: A Database System for GIS Applications,SIGMOD Conference,1995
6723,DBLP2,Very Large Databases: How Large  How Different?,VLDB,1995
6724,DBLP2,Automatic Segmentation of Text into Structured Records,SIGMOD Conference,2001
6727,DBLP2,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,VLDB,2000
6732,DBLP2,Bit-Sliced Index Arithmetic,SIGMOD Conference,2001
6736,DBLP2,Treasurer's Message,SIGMOD Record,2001
6737,DBLP2,A Hypertext Query Language for Images,SIGMOD Record,1994
6739,DBLP2,The BUCKY Object-Relational Benchmark (Experience Paper),SIGMOD Conference,1997
6743,DBLP2,View Management in Multimedia Databases,VLDB J.,2000
6746,DBLP2,Declarative Data Cleaning: Language  Model  and Algorithms,VLDB,2001
6750,DBLP2,BANKS: Browsing and Keyword Searching in Relational Databases,VLDB,2002
6756,DBLP2,Garbage Collection in Object-Oriented Databases Using Transactional Cyclic Reference Counting,VLDB J.,1998
6759,DBLP2,XPRESS: A Queriable Compression for XML Data,SIGMOD Conference,2003
6763,DBLP2,A Novel Index Supporting High Volume Data Warehouse Insertion,VLDB,1999
6766,DBLP2,Coloring Away Communication in Parallel Query Optimization,VLDB,1995
6768,DBLP2,Sensor Data Mining: Similarity Search and Pattern Analysis,VLDB,2002
6769,DBLP2,Privacy-Preserving Indexing of Documents on the Network,VLDB,2003
6772,DBLP2,SERF: ODMG-Based Generic Re-structuring Facility,SIGMOD Conference,1999
6780,DBLP2,Multiview Access Protocols for Large-Scale Replication,ACM Trans. Database Syst.,1998
6784,DBLP2,The Case for Enhanced Abstract Data Types,VLDB,1997
6785,DBLP2,Probe  Count  and Classify: Categorizing Hidden Web Databases,SIGMOD Conference,2001
6788,DBLP2,The Role of Integrity Constraints in Database Interoperation,VLDB,1996
6791,DBLP2,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,VLDB,1997
6793,DBLP2,The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance,VLDB J.,1998
6797,DBLP2,Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,SIGMOD Record,2000
6801,DBLP2,Comprehension Syntax,SIGMOD Record,1994
6803,DBLP2,Fast Subsequence Matching in Time-Series Databases,SIGMOD Conference,1994
6806,DBLP2,Querying Structured Text in an XML Database,SIGMOD Conference,2003
6809,DBLP2,Online Scaling in a Highly Available Database,VLDB,2001
6812,DBLP2,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,SIGMOD Conference,1999
6815,DBLP2,Discovering Web Services: An Overview,VLDB,2001
6817,DBLP2,Coordinating backup/recovery and data consistency between database and file systems,SIGMOD Conference,2002
6822,DBLP2,Chair's Message,SIGMOD Record,1997
6823,DBLP2,An Ultra Highly Available DBMS,VLDB,2000
6826,DBLP2,Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm,VLDB,2002
6829,DBLP2,Implementation of Magic-sets in a Relational Database System,SIGMOD Conference,1994
6830,DBLP2,Managing multiple and distributed ontologies on the Semantic Web,VLDB J.,2003
6834,DBLP2,Outlier Detection for High Dimensional Data,SIGMOD Conference,2001
6835,DBLP2,Energy-performance trade-offs for spatial access methods on memory-resident data,VLDB J.,2002
6836,DBLP2,An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,ACM Trans. Database Syst.,1995
6838,DBLP2,Xquec: Pushing Queries to Compressed XML Data,VLDB,2003
6845,DBLP2,Dynamic Memory Adjustment for External Mergesort,VLDB,1997
6847,DBLP2,FileNet Integrated Document Management Database Usage and Issues,SIGMOD Conference,1998
6849,DBLP2,Data Compression Support in Databases,VLDB,1994
6852,DBLP2,Supporting Valid-Time Indeterminacy,ACM Trans. Database Syst.,1998
6853,DBLP2,Architectures for Internal Web Services Deployment,VLDB,2001
6855,DBLP2,Reducing the Braking Distance of an SQL Query Engine,VLDB,1998
6856,DBLP2,DEC Data Distributor: for Data Replication and Data Warehousing,SIGMOD Conference,1994
6858,DBLP2,Optimizing Multidimensional Index Trees for Main Memory Access,SIGMOD Conference,2001
6862,DBLP2,An approach to confidence based page ranking for user oriented Web search,SIGMOD Record,2003
6866,DBLP2,The Design and Implementation of a Sequence Database System,VLDB,1996
6867,DBLP2,The Ins and Outs (and Everthing in Between) of Data Warehousing,SIGMOD Conference,1996
6870,DBLP2,A Multi-Agent System Infrastructure for Software Component Market-Place: An Ontological Perspective,SIGMOD Record,2002
6873,DBLP2,Reminiscences on Influential Papers,SIGMOD Record,2001
6876,DBLP2,On the minimization of Xpath queries,VLDB,2003
6880,DBLP2,DataBlitz: A High Performance Main-Memory Storage Manager,VLDB,1998
6890,DBLP2,Enterprise Java Platform Data Access,SIGMOD Conference,1998
6893,DBLP2,Type-safe Relaxing of Schema Consistency Rules for Flexible Modeling in OODBMS,VLDB J.,1996
6897,DBLP2,Optimizing database architecture for the new bottleneck: memory access,VLDB J.,2000
6900,DBLP2,Some Issues in Design of Distributed Deductive Databases,VLDB,1994
6903,DBLP2,Optimization of Dynamic Query Evaluation Plans,SIGMOD Conference,1994
6905,DBLP2,A Database Index to Large Biological Sequences,VLDB,2001
6909,DBLP2,Fast Parallel Similarity Search in Multimedia Databases,SIGMOD Conference,1997
6912,DBLP2,Join Algorithm Costs Revisited,VLDB J.,1996
6914,DBLP2,Implementing database operations using SIMD instructions,SIGMOD Conference,2002
6916,DBLP2,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,SIGMOD Record,1997
6919,DBLP2,Database Research at the University of Oklahoma,SIGMOD Record,1999
6927,DBLP2,Procedures in Object-Oriented Query Languages,VLDB,1995
6931,DBLP2,Integrating Contents and Structure in Text Retrieval,SIGMOD Record,1996
6934,DBLP2,Practical Predicate Placement,SIGMOD Conference,1994
6935,DBLP2,On Applying Hash Filters to Improving the Execution of Multi-Join Queries,VLDB J.,1997
6937,DBLP2,The MultiView Project: Object-Oriented View Technology and Applications,SIGMOD Conference,1996
6943,DBLP2,Cost-driven vertical class partitioning for methods in object oriented databases,VLDB J.,2003
6945,DBLP2,Querying Network Directories,SIGMOD Conference,1999
6947,DBLP2,KODA - The Architecture And Interface of a Data Model Independent Kernel,VLDB,1998
6950,DBLP2,The Prototype of the DARE System,SIGMOD Conference,2001
6953,DBLP2,A Framework for Change Diagnosis of Data Streams,SIGMOD Conference,2003
6954,DBLP2,Avoiding Ordering and Grouping In Query Processing,VLDB,2003
